id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,predicted_cltv,cltv_segment,income_band,policy_band,has_claims
141376,Female,Urban,High School,5L-10L,1,8,3864,More than 1,C,Silver,88482.29,High,5L-10L,More than 1,1
141377,Male,Urban,High School,<=2L,0,4,4392,More than 1,B,Platinum,98633.84,Premium,<=2L,More than 1,1
141378,Male,Rural,High School,5L-10L,0,8,0,1,B,Silver,45898.15,Low,5L-10L,1,0
141379,Male,Urban,High School,5L-10L,1,4,3671,More than 1,A,Gold,89251.75,High,5L-10L,More than 1,1
141380,Female,Urban,High School,5L-10L,0,3,4270,More than 1,A,Platinum,93895.97,High,5L-10L,More than 1,1
141381,Male,Urban,High School,2L-5L,0,1,5872,1,A,Silver,43584.47,Low,2L-5L,1,1
141382,Male,Urban,High School,2L-5L,1,6,3803,More than 1,A,Gold,93208.42,High,2L-5L,More than 1,1
141383,Male,Rural,Bachelor,5L-10L,1,3,0,1,A,Silver,43635.7,Low,5L-10L,1,0
141384,Male,Rural,Bachelor,5L-10L,1,5,2823,More than 1,C,Platinum,89972.64,High,5L-10L,More than 1,1
141385,Male,Rural,Bachelor,5L-10L,1,7,5243,More than 1,C,Platinum,79209.21,Medium,5L-10L,More than 1,1
141386,Male,Rural,High School,5L-10L,0,8,2350,More than 1,A,Gold,90917.14,High,5L-10L,More than 1,1
141387,Female,Rural,Bachelor,More than 10L,1,7,0,More than 1,B,Gold,77514.65,Medium,More than 10L,More than 1,0
141388,Male,Urban,High School,2L-5L,0,1,0,1,C,Platinum,43660.12,Low,2L-5L,1,0
141389,Female,Urban,High School,5L-10L,0,7,6210,1,A,Gold,46663.52,Low,5L-10L,1,1
141390,Female,Urban,Bachelor,5L-10L,1,7,0,More than 1,B,Platinum,78193.17,Medium,5L-10L,More than 1,0
141391,Female,Urban,Bachelor,5L-10L,0,5,6535,More than 1,A,Platinum,107213.5,Premium,5L-10L,More than 1,1
141392,Male,Urban,High School,5L-10L,0,4,2551,More than 1,A,Platinum,94367.15,High,5L-10L,More than 1,1
141393,Male,Urban,High School,5L-10L,0,1,11889,1,A,Silver,48310.12,Medium,5L-10L,1,1
141394,Male,Rural,Bachelor,More than 10L,0,8,0,More than 1,B,Platinum,74802.62,Medium,More than 10L,More than 1,0
141395,Female,Urban,High School,5L-10L,0,7,5708,More than 1,B,Platinum,90559.11,High,5L-10L,More than 1,1
141396,Male,Rural,High School,2L-5L,0,5,2461,1,A,Platinum,46657.68,Low,2L-5L,1,1
141397,Male,Urban,High School,5L-10L,1,2,0,More than 1,A,Platinum,85658.46,High,5L-10L,More than 1,0
141398,Female,Urban,High School,5L-10L,1,0,3037,More than 1,A,Platinum,86088.19,High,5L-10L,More than 1,1
141399,Female,Rural,High School,5L-10L,1,6,0,1,B,Platinum,45070.18,Low,5L-10L,1,0
141400,Male,Rural,High School,5L-10L,0,7,0,More than 1,B,Platinum,76361.0,Medium,5L-10L,More than 1,0
141401,Male,Urban,High School,5L-10L,1,7,8840,More than 1,B,Platinum,102100.0,Premium,5L-10L,More than 1,1
141402,Male,Urban,Bachelor,More than 10L,1,2,4934,More than 1,A,Gold,91529.84,High,More than 10L,More than 1,1
141403,Female,Urban,High School,5L-10L,0,4,9055,More than 1,A,Platinum,108711.87,Premium,5L-10L,More than 1,1
141404,Female,Urban,Bachelor,5L-10L,1,5,7695,1,C,Silver,49161.27,Medium,5L-10L,1,1
141405,Male,Rural,Bachelor,5L-10L,1,7,2055,More than 1,C,Gold,85948.71,High,5L-10L,More than 1,1
141406,Female,Urban,High School,5L-10L,0,4,6096,More than 1,A,Platinum,100490.42,Premium,5L-10L,More than 1,1
141407,Male,Urban,High School,More than 10L,0,4,3388,More than 1,A,Platinum,89999.64,High,More than 10L,More than 1,1
141408,Female,Urban,Bachelor,5L-10L,0,8,3650,More than 1,A,Platinum,93462.43,High,5L-10L,More than 1,1
141409,Male,Urban,High School,5L-10L,1,6,4231,1,C,Gold,47448.86,Medium,5L-10L,1,1
141410,Male,Urban,Bachelor,More than 10L,0,4,3403,More than 1,A,Platinum,90536.75,High,More than 10L,More than 1,1
141411,Male,Urban,Bachelor,5L-10L,1,1,5666,More than 1,A,Gold,93993.68,High,5L-10L,More than 1,1
141412,Male,Urban,Bachelor,5L-10L,0,2,5565,More than 1,A,Platinum,100580.65,Premium,5L-10L,More than 1,1
141413,Female,Urban,High School,5L-10L,1,4,8356,More than 1,A,Silver,105990.24,Premium,5L-10L,More than 1,1
141414,Male,Urban,Bachelor,5L-10L,0,0,7155,1,A,Platinum,50271.12,Medium,5L-10L,1,1
141415,Male,Urban,High School,5L-10L,1,5,4808,1,A,Gold,41628.83,Low,5L-10L,1,1
141416,Female,Urban,Bachelor,More than 10L,0,5,5286,More than 1,A,Gold,107278.05,Premium,More than 10L,More than 1,1
141417,Female,Urban,High School,5L-10L,0,2,10452,1,A,Silver,49342.22,Medium,5L-10L,1,1
141418,Male,Urban,High School,5L-10L,1,2,3936,More than 1,A,Platinum,87273.46,High,5L-10L,More than 1,1
141419,Male,Rural,Bachelor,5L-10L,1,7,0,1,A,Silver,44872.48,Low,5L-10L,1,0
141420,Female,Urban,High School,5L-10L,0,8,5771,More than 1,A,Gold,100740.79,Premium,5L-10L,More than 1,1
141421,Female,Urban,Bachelor,2L-5L,0,7,9284,More than 1,A,Platinum,129571.23,Premium,2L-5L,More than 1,1
141422,Female,Urban,Bachelor,5L-10L,0,1,5945,1,A,Silver,44511.5,Low,5L-10L,1,1
141423,Male,Rural,Bachelor,5L-10L,1,6,0,1,B,Platinum,44458.57,Low,5L-10L,1,0
141424,Male,Urban,High School,2L-5L,0,8,3472,More than 1,B,Platinum,95540.31,Premium,2L-5L,More than 1,1
141425,Male,Rural,Bachelor,5L-10L,0,8,3865,More than 1,B,Platinum,81292.38,Medium,5L-10L,More than 1,1
141426,Male,Urban,Bachelor,2L-5L,1,5,2656,More than 1,B,Platinum,83858.92,Medium,2L-5L,More than 1,1
141427,Female,Rural,Others,5L-10L,1,2,0,1,B,Silver,44073.52,Low,5L-10L,1,0
141428,Male,Rural,Bachelor,5L-10L,1,6,6515,More than 1,A,Platinum,89553.6,High,5L-10L,More than 1,1
141429,Male,Urban,High School,5L-10L,0,7,4415,More than 1,A,Platinum,94422.79,High,5L-10L,More than 1,1
141430,Female,Urban,High School,5L-10L,1,3,5962,1,A,Platinum,43961.37,Low,5L-10L,1,1
141431,Male,Urban,Bachelor,More than 10L,0,0,6941,More than 1,B,Platinum,94874.73,High,More than 10L,More than 1,1
141432,Female,Rural,High School,5L-10L,1,5,2311,More than 1,A,Platinum,81665.92,Medium,5L-10L,More than 1,1
141433,Male,Urban,High School,More than 10L,1,3,5849,More than 1,C,Silver,116237.04,Premium,More than 10L,More than 1,1
141434,Male,Urban,High School,5L-10L,1,6,6198,More than 1,A,Silver,89035.35,High,5L-10L,More than 1,1
141435,Male,Urban,High School,5L-10L,1,7,4466,More than 1,C,Platinum,93551.86,High,5L-10L,More than 1,1
141436,Male,Rural,High School,More than 10L,1,1,3348,1,B,Platinum,46782.23,Low,More than 10L,1,1
141437,Male,Urban,Bachelor,5L-10L,0,5,8065,More than 1,A,Silver,113755.67,Premium,5L-10L,More than 1,1
141438,Female,Rural,Others,5L-10L,0,6,2497,1,A,Gold,46230.76,Low,5L-10L,1,1
141439,Female,Urban,High School,5L-10L,0,5,7138,More than 1,C,Gold,117692.56,Premium,5L-10L,More than 1,1
141440,Male,Urban,High School,5L-10L,0,0,4315,1,C,Silver,45904.42,Low,5L-10L,1,1
141441,Male,Urban,Bachelor,5L-10L,0,6,6176,More than 1,A,Platinum,100581.64,Premium,5L-10L,More than 1,1
141442,Female,Urban,High School,5L-10L,1,5,6176,1,A,Platinum,45053.19,Low,5L-10L,1,1
141443,Male,Urban,High School,5L-10L,0,3,6436,More than 1,C,Platinum,124661.1,Premium,5L-10L,More than 1,1
141444,Male,Urban,High School,2L-5L,0,1,2428,More than 1,A,Platinum,95495.2,Premium,2L-5L,More than 1,1
141445,Male,Urban,High School,5L-10L,1,5,14142,More than 1,A,Platinum,113946.93,Premium,5L-10L,More than 1,1
141446,Male,Rural,High School,5L-10L,1,7,7470,More than 1,B,Platinum,92022.74,High,5L-10L,More than 1,1
141447,Male,Rural,High School,More than 10L,0,2,4294,More than 1,A,Platinum,80875.92,Medium,More than 10L,More than 1,1
141448,Male,Urban,Others,5L-10L,1,6,2027,1,A,Platinum,43057.3,Low,5L-10L,1,1
141449,Male,Urban,High School,2L-5L,0,5,0,More than 1,B,Gold,88403.27,High,2L-5L,More than 1,0
141450,Female,Rural,High School,More than 10L,1,7,3260,1,B,Silver,46868.45,Low,More than 10L,1,1
141451,Male,Urban,High School,5L-10L,0,4,6116,1,C,Silver,44867.43,Low,5L-10L,1,1
141452,Female,Urban,Bachelor,5L-10L,0,2,7732,More than 1,B,Gold,96488.48,Premium,5L-10L,More than 1,1
141453,Male,Urban,Others,2L-5L,0,5,0,1,A,Silver,42968.23,Low,2L-5L,1,0
141454,Female,Urban,Bachelor,5L-10L,1,4,2844,More than 1,B,Gold,82008.02,Medium,5L-10L,More than 1,1
141455,Male,Rural,High School,5L-10L,1,5,0,1,C,Platinum,43504.35,Low,5L-10L,1,0
141456,Female,Urban,Bachelor,5L-10L,0,6,3945,1,A,Platinum,47470.8,Medium,5L-10L,1,1
141457,Male,Rural,High School,5L-10L,1,7,0,More than 1,A,Platinum,79716.66,Medium,5L-10L,More than 1,0
141458,Male,Rural,Bachelor,More than 10L,1,7,0,More than 1,A,Platinum,80277.24,Medium,More than 10L,More than 1,0
141459,Male,Urban,Bachelor,More than 10L,1,5,5815,More than 1,A,Gold,89404.29,High,More than 10L,More than 1,1
141460,Male,Urban,High School,2L-5L,0,7,9868,More than 1,B,Platinum,104800.72,Premium,2L-5L,More than 1,1
141461,Female,Urban,High School,2L-5L,0,3,6261,More than 1,A,Platinum,105697.13,Premium,2L-5L,More than 1,1
141462,Male,Urban,Bachelor,More than 10L,1,2,3806,More than 1,A,Platinum,88648.24,High,More than 10L,More than 1,1
141463,Female,Rural,High School,More than 10L,1,6,0,More than 1,B,Platinum,75155.83,Medium,More than 10L,More than 1,0
141464,Male,Urban,Bachelor,5L-10L,1,4,5975,More than 1,A,Platinum,94257.11,High,5L-10L,More than 1,1
141465,Female,Urban,Bachelor,More than 10L,0,6,4068,More than 1,A,Silver,91467.58,High,More than 10L,More than 1,1
141466,Male,Rural,High School,5L-10L,1,6,0,1,A,Platinum,43606.73,Low,5L-10L,1,0
141467,Female,Rural,Bachelor,5L-10L,1,2,6646,More than 1,A,Gold,87361.35,High,5L-10L,More than 1,1
141468,Female,Urban,High School,5L-10L,1,7,5232,More than 1,B,Gold,86971.63,High,5L-10L,More than 1,1
141469,Male,Urban,High School,5L-10L,0,6,3471,More than 1,A,Platinum,95859.8,Premium,5L-10L,More than 1,1
141470,Male,Urban,Bachelor,5L-10L,0,2,2722,More than 1,A,Platinum,92494.62,High,5L-10L,More than 1,1
141471,Male,Urban,High School,More than 10L,0,6,0,More than 1,A,Platinum,91525.46,High,More than 10L,More than 1,0
141472,Female,Urban,Bachelor,More than 10L,1,6,5979,More than 1,A,Silver,84016.5,Medium,More than 10L,More than 1,1
141473,Male,Urban,Bachelor,5L-10L,0,6,5710,More than 1,A,Platinum,98550.51,Premium,5L-10L,More than 1,1
141474,Male,Urban,High School,5L-10L,1,6,25853,More than 1,B,Silver,97673.77,Premium,5L-10L,More than 1,1
141475,Male,Urban,High School,More than 10L,1,5,3979,More than 1,A,Gold,85153.4,Medium,More than 10L,More than 1,1
141476,Female,Urban,High School,2L-5L,0,5,5979,More than 1,B,Platinum,93561.21,High,2L-5L,More than 1,1
141477,Female,Rural,High School,More than 10L,1,5,3767,More than 1,B,Platinum,77487.83,Medium,More than 10L,More than 1,1
141478,Female,Urban,Bachelor,5L-10L,0,2,8901,More than 1,A,Platinum,109205.27,Premium,5L-10L,More than 1,1
141479,Male,Rural,Bachelor,5L-10L,0,2,0,More than 1,A,Gold,85720.43,High,5L-10L,More than 1,0
141480,Male,Urban,High School,5L-10L,0,4,0,More than 1,C,Silver,102677.18,Premium,5L-10L,More than 1,0
141481,Female,Urban,High School,5L-10L,0,1,6707,More than 1,A,Platinum,98926.11,Premium,5L-10L,More than 1,1
141482,Male,Urban,Bachelor,2L-5L,1,6,10229,More than 1,A,Platinum,127744.92,Premium,2L-5L,More than 1,1
141483,Male,Urban,High School,5L-10L,1,1,3757,More than 1,A,Platinum,85059.66,Medium,5L-10L,More than 1,1
141484,Male,Rural,High School,5L-10L,1,7,0,1,B,Silver,45022.95,Low,5L-10L,1,0
141485,Female,Rural,Bachelor,More than 10L,0,7,0,1,A,Gold,46373.01,Low,More than 10L,1,0
141486,Female,Urban,High School,2L-5L,0,6,4163,More than 1,A,Platinum,93322.41,High,2L-5L,More than 1,1
141487,Female,Rural,Bachelor,5L-10L,0,2,0,1,B,Platinum,46422.18,Low,5L-10L,1,0
141488,Male,Urban,Bachelor,5L-10L,1,6,4523,More than 1,A,Platinum,90628.41,High,5L-10L,More than 1,1
141489,Male,Urban,Bachelor,5L-10L,1,2,14804,1,A,Platinum,51083.69,Medium,5L-10L,1,1
141490,Male,Urban,High School,2L-5L,0,2,15164,More than 1,A,Platinum,132235.52,Premium,2L-5L,More than 1,1
141491,Male,Urban,Bachelor,More than 10L,0,3,5443,1,A,Platinum,41684.85,Low,More than 10L,1,1
141492,Female,Urban,Bachelor,5L-10L,0,5,4241,More than 1,A,Gold,93316.39,High,5L-10L,More than 1,1
141493,Male,Urban,Bachelor,More than 10L,1,0,5841,More than 1,A,Platinum,93198.29,High,More than 10L,More than 1,1
141494,Female,Urban,High School,5L-10L,0,5,5316,More than 1,A,Silver,111226.3,Premium,5L-10L,More than 1,1
141495,Male,Urban,High School,5L-10L,1,0,2326,1,B,Silver,44054.92,Low,5L-10L,1,1
141496,Male,Urban,Bachelor,2L-5L,0,4,4423,More than 1,B,Silver,95964.51,Premium,2L-5L,More than 1,1
141497,Female,Urban,High School,5L-10L,0,4,3745,More than 1,A,Gold,96326.15,Premium,5L-10L,More than 1,1
141498,Male,Urban,Bachelor,5L-10L,1,8,4060,More than 1,A,Gold,94413.16,High,5L-10L,More than 1,1
141499,Male,Urban,High School,2L-5L,0,2,10905,More than 1,A,Gold,122801.27,Premium,2L-5L,More than 1,1
141500,Male,Urban,Bachelor,5L-10L,1,8,6419,1,A,Platinum,51986.28,Medium,5L-10L,1,1
141501,Male,Rural,Bachelor,More than 10L,1,3,2372,1,B,Platinum,46692.42,Low,More than 10L,1,1
141502,Female,Urban,High School,2L-5L,1,7,5570,1,A,Platinum,45518.49,Low,2L-5L,1,1
141503,Male,Urban,High School,5L-10L,0,7,0,More than 1,B,Platinum,82326.97,Medium,5L-10L,More than 1,0
141504,Male,Rural,Bachelor,5L-10L,0,3,3668,1,A,Platinum,47183.78,Medium,5L-10L,1,1
141505,Male,Rural,Others,5L-10L,1,8,5901,1,A,Silver,44503.83,Low,5L-10L,1,1
141506,Male,Urban,Bachelor,2L-5L,1,4,6048,More than 1,B,Silver,96228.4,Premium,2L-5L,More than 1,1
141507,Female,Urban,High School,5L-10L,1,7,16460,More than 1,A,Silver,93480.98,High,5L-10L,More than 1,1
141508,Male,Urban,High School,More than 10L,1,7,0,More than 1,A,Platinum,85742.73,High,More than 10L,More than 1,0
141509,Male,Rural,Bachelor,5L-10L,1,8,0,More than 1,B,Gold,76979.27,Medium,5L-10L,More than 1,0
141510,Male,Rural,High School,5L-10L,1,0,0,1,B,Platinum,43921.71,Low,5L-10L,1,0
141511,Male,Urban,High School,2L-5L,1,8,5956,More than 1,A,Gold,106290.23,Premium,2L-5L,More than 1,1
141512,Male,Urban,High School,5L-10L,1,7,2311,More than 1,B,Platinum,77365.16,Medium,5L-10L,More than 1,1
141513,Male,Urban,High School,5L-10L,1,7,2414,More than 1,B,Platinum,77365.16,Medium,5L-10L,More than 1,1
141514,Male,Urban,Bachelor,5L-10L,0,4,7001,1,A,Platinum,50795.94,Medium,5L-10L,1,1
141515,Female,Urban,High School,5L-10L,1,3,3460,More than 1,A,Platinum,87044.98,High,5L-10L,More than 1,1
141516,Female,Urban,High School,2L-5L,1,1,6012,More than 1,C,Platinum,111738.53,Premium,2L-5L,More than 1,1
141517,Male,Urban,Bachelor,5L-10L,1,6,3875,More than 1,B,Gold,82597.95,Medium,5L-10L,More than 1,1
141518,Male,Urban,Bachelor,2L-5L,1,8,17380,More than 1,B,Silver,102448.72,Premium,2L-5L,More than 1,1
141519,Male,Rural,High School,More than 10L,1,7,0,More than 1,A,Silver,82412.99,Medium,More than 10L,More than 1,0
141520,Female,Rural,High School,More than 10L,0,6,0,More than 1,A,Platinum,82074.98,Medium,More than 10L,More than 1,0
141521,Female,Urban,High School,More than 10L,1,4,5073,More than 1,A,Gold,97378.7,Premium,More than 10L,More than 1,1
141522,Male,Urban,High School,5L-10L,0,4,2897,More than 1,A,Gold,92969.07,High,5L-10L,More than 1,1
141523,Male,Urban,High School,5L-10L,1,4,0,1,A,Platinum,42944.52,Low,5L-10L,1,0
141524,Male,Urban,Bachelor,5L-10L,1,6,6883,1,A,Platinum,48793.99,Medium,5L-10L,1,1
141525,Female,Urban,High School,More than 10L,0,7,4070,More than 1,B,Platinum,88315.44,High,More than 10L,More than 1,1
141526,Male,Rural,Bachelor,5L-10L,1,5,5165,1,A,Silver,44230.07,Low,5L-10L,1,1
141527,Male,Rural,High School,More than 10L,0,1,5463,1,A,Platinum,44423.69,Low,More than 10L,1,1
141528,Male,Urban,Bachelor,More than 10L,1,5,4234,More than 1,A,Silver,89615.44,High,More than 10L,More than 1,1
141529,Male,Urban,Bachelor,2L-5L,1,7,0,More than 1,A,Platinum,83717.19,Medium,2L-5L,More than 1,0
141530,Male,Urban,High School,5L-10L,0,6,6141,More than 1,A,Platinum,100553.33,Premium,5L-10L,More than 1,1
141531,Female,Urban,Bachelor,2L-5L,0,2,0,More than 1,B,Gold,88554.01,High,2L-5L,More than 1,0
141532,Male,Urban,Bachelor,5L-10L,0,5,2435,More than 1,A,Platinum,91218.8,High,5L-10L,More than 1,1
141533,Female,Urban,Bachelor,5L-10L,1,5,4518,1,A,Platinum,46887.92,Low,5L-10L,1,1
141534,Male,Urban,Bachelor,5L-10L,0,1,6048,1,A,Platinum,44802.19,Low,5L-10L,1,1
141535,Female,Rural,High School,5L-10L,1,2,7333,1,A,Platinum,50445.36,Medium,5L-10L,1,1
141536,Male,Rural,Bachelor,5L-10L,0,4,3752,1,A,Platinum,47183.78,Medium,5L-10L,1,1
141537,Female,Rural,Bachelor,5L-10L,1,6,3704,More than 1,A,Silver,85905.28,High,5L-10L,More than 1,1
141538,Female,Urban,High School,5L-10L,0,6,9622,More than 1,A,Platinum,103443.8,Premium,5L-10L,More than 1,1
141539,Male,Rural,Bachelor,More than 10L,0,2,0,More than 1,B,Silver,77980.97,Medium,More than 10L,More than 1,0
141540,Female,Urban,High School,5L-10L,1,5,7446,More than 1,A,Silver,101727.35,Premium,5L-10L,More than 1,1
141541,Male,Rural,High School,More than 10L,1,5,0,More than 1,A,Platinum,79640.69,Medium,More than 10L,More than 1,0
141542,Female,Urban,High School,5L-10L,0,1,5463,More than 1,A,Platinum,100813.16,Premium,5L-10L,More than 1,1
141543,Male,Urban,Bachelor,5L-10L,1,1,0,More than 1,C,Silver,92567.0,High,5L-10L,More than 1,0
141544,Female,Urban,Bachelor,5L-10L,0,3,5325,More than 1,A,Silver,109694.32,Premium,5L-10L,More than 1,1
141545,Male,Urban,High School,5L-10L,1,6,5586,More than 1,A,Platinum,90966.2,High,5L-10L,More than 1,1
141546,Male,Urban,Bachelor,5L-10L,1,2,7967,More than 1,B,Platinum,105185.63,Premium,5L-10L,More than 1,1
141547,Female,Urban,Bachelor,5L-10L,0,8,3655,More than 1,B,Platinum,96677.3,Premium,5L-10L,More than 1,1
141548,Female,Urban,High School,5L-10L,1,7,2290,More than 1,B,Gold,77199.91,Medium,5L-10L,More than 1,1
141549,Male,Urban,Bachelor,5L-10L,0,1,10129,More than 1,A,Platinum,120330.29,Premium,5L-10L,More than 1,1
141550,Male,Urban,High School,5L-10L,0,0,7219,More than 1,C,Silver,125584.33,Premium,5L-10L,More than 1,1
141551,Male,Urban,Bachelor,5L-10L,0,8,7232,More than 1,A,Silver,97753.26,Premium,5L-10L,More than 1,1
141552,Male,Urban,Bachelor,5L-10L,1,2,0,1,C,Platinum,43847.89,Low,5L-10L,1,0
141553,Male,Urban,Bachelor,5L-10L,1,5,0,1,B,Silver,44448.19,Low,5L-10L,1,0
141554,Male,Urban,High School,5L-10L,1,8,3073,1,A,Platinum,47584.08,Medium,5L-10L,1,1
141555,Male,Urban,High School,5L-10L,1,5,5773,1,A,Platinum,44100.12,Low,5L-10L,1,1
141556,Female,Urban,Bachelor,More than 10L,1,3,5995,More than 1,C,Silver,105518.97,Premium,More than 10L,More than 1,1
141557,Male,Rural,Bachelor,5L-10L,1,4,6890,More than 1,A,Platinum,94530.29,High,5L-10L,More than 1,1
141558,Male,Urban,Bachelor,5L-10L,1,6,5617,More than 1,A,Platinum,92711.82,High,5L-10L,More than 1,1
141559,Male,Rural,Bachelor,5L-10L,1,1,0,1,A,Silver,43635.7,Low,5L-10L,1,0
141560,Male,Rural,Bachelor,5L-10L,1,4,0,1,A,Gold,43635.7,Low,5L-10L,1,0
141561,Female,Rural,Bachelor,2L-5L,1,3,0,1,A,Platinum,45223.17,Low,2L-5L,1,0
141562,Female,Urban,High School,2L-5L,0,1,5100,More than 1,A,Gold,103520.07,Premium,2L-5L,More than 1,1
141563,Female,Rural,Others,5L-10L,1,4,0,1,C,Platinum,43990.94,Low,5L-10L,1,0
141564,Male,Urban,Bachelor,5L-10L,1,5,13022,1,C,Silver,50969.37,Medium,5L-10L,1,1
141565,Male,Urban,High School,2L-5L,0,6,3712,More than 1,B,Gold,94099.43,High,2L-5L,More than 1,1
141566,Female,Rural,Bachelor,More than 10L,1,4,2255,1,A,Platinum,47467.12,Medium,More than 10L,1,1
141567,Male,Urban,High School,5L-10L,1,8,5900,More than 1,A,Gold,91224.73,High,5L-10L,More than 1,1
141568,Male,Rural,Bachelor,More than 10L,1,6,0,1,B,Platinum,44870.48,Low,More than 10L,1,0
141569,Female,Urban,Bachelor,2L-5L,0,6,5027,More than 1,A,Platinum,99613.2,Premium,2L-5L,More than 1,1
141570,Male,Urban,High School,5L-10L,1,8,8922,More than 1,A,Platinum,95093.04,Premium,5L-10L,More than 1,1
141571,Male,Urban,Bachelor,2L-5L,0,6,5799,1,C,Silver,44157.72,Low,2L-5L,1,1
141572,Female,Urban,High School,2L-5L,1,8,5330,More than 1,A,Silver,121924.88,Premium,2L-5L,More than 1,1
141573,Male,Urban,Bachelor,2L-5L,0,8,5346,More than 1,B,Platinum,100595.08,Premium,2L-5L,More than 1,1
141574,Male,Urban,Bachelor,2L-5L,1,2,5694,More than 1,B,Gold,94179.93,High,2L-5L,More than 1,1
141575,Female,Rural,High School,5L-10L,0,7,5661,1,B,Platinum,46512.01,Low,5L-10L,1,1
141576,Female,Rural,High School,5L-10L,1,5,3530,1,B,Silver,46695.66,Low,5L-10L,1,1
141577,Female,Urban,Bachelor,5L-10L,0,8,8978,More than 1,B,Platinum,102099.59,Premium,5L-10L,More than 1,1
141578,Female,Rural,Bachelor,More than 10L,1,6,2173,1,A,Platinum,46201.63,Low,More than 10L,1,1
141579,Male,Urban,Bachelor,5L-10L,1,6,4789,More than 1,A,Platinum,97842.0,Premium,5L-10L,More than 1,1
141580,Male,Urban,High School,5L-10L,1,3,2110,More than 1,A,Gold,87350.53,High,5L-10L,More than 1,1
141581,Female,Rural,Bachelor,2L-5L,1,8,3405,1,B,Silver,51484.47,Medium,2L-5L,1,1
141582,Female,Rural,Bachelor,5L-10L,1,2,6649,1,A,Silver,49547.45,Medium,5L-10L,1,1
141583,Female,Urban,Bachelor,5L-10L,1,4,6182,More than 1,A,Gold,99024.81,Premium,5L-10L,More than 1,1
141584,Male,Urban,Bachelor,2L-5L,0,6,3723,More than 1,B,Platinum,94156.09,High,2L-5L,More than 1,1
141585,Male,Urban,Bachelor,5L-10L,1,6,3848,More than 1,B,Silver,81479.45,Medium,5L-10L,More than 1,1
141586,Female,Rural,Bachelor,5L-10L,1,7,2948,More than 1,A,Silver,84336.54,Medium,5L-10L,More than 1,1
141587,Male,Urban,Bachelor,5L-10L,0,5,5666,1,A,Silver,42575.97,Low,5L-10L,1,1
141588,Male,Rural,Bachelor,5L-10L,1,6,4615,More than 1,A,Platinum,79679.64,Medium,5L-10L,More than 1,1
141589,Female,Urban,Bachelor,5L-10L,0,5,3543,More than 1,A,Platinum,92610.33,High,5L-10L,More than 1,1
141590,Male,Urban,Bachelor,5L-10L,1,6,2220,More than 1,B,Gold,79710.94,Medium,5L-10L,More than 1,1
141591,Female,Urban,High School,5L-10L,0,2,4241,1,B,Silver,46606.49,Low,5L-10L,1,1
141592,Female,Urban,High School,2L-5L,1,8,4858,More than 1,A,Silver,87021.44,High,2L-5L,More than 1,1
141593,Male,Urban,High School,5L-10L,1,6,5400,1,A,Silver,41976.17,Low,5L-10L,1,1
141594,Female,Rural,Bachelor,5L-10L,0,7,0,More than 1,A,Platinum,82057.59,Medium,5L-10L,More than 1,0
141595,Female,Rural,Bachelor,5L-10L,1,7,3386,More than 1,A,Silver,83388.82,Medium,5L-10L,More than 1,1
141596,Male,Urban,High School,5L-10L,1,6,10611,More than 1,A,Silver,97663.78,Premium,5L-10L,More than 1,1
